CODIGO_CUENTA;CLASE_MOVIMIENTO;ID_MOVIMIENTO;FECHA_MOVIMIENTO;TIPO;INGRESO_PAGO;CONCEPTO;IMPORTE
01.1.11.05;1;3653                                    ;2021/02/17 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000003000,00
01.1.11.05;1;3655                                    ;2021/02/17 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;3657                                    ;2021/02/17 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;3671                                    ;2021/02/17 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;3673                                    ;2021/02/17 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;3675                                    ;2021/02/17 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;3684                                    ;2021/02/17 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000003000,00
01.1.11.05;1;3686                                    ;2021/02/17 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;3992                                    ;2021/02/18 00:00:00.000;P;P;PROP Nº 6/2021 PAGOS MTR                                                        ;0000001206770,46
01.1.11.05;1;4235                                    ;2021/02/19 00:00:00.000;T;I;FORMALIZACIONES EN METALICO                                                     ;0000000004500,00
01.1.11.05;1;4284                                    ;2021/02/22 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;4286                                    ;2021/02/22 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;4288                                    ;2021/02/22 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;4319                                    ;2021/02/23 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;4321                                    ;2021/02/23 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000009000,00
01.1.11.05;1;4323                                    ;2021/02/23 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000003750,00
01.1.11.05;1;4326                                    ;2021/02/23 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000003000,00
01.1.11.05;1;4455                                    ;2021/02/23 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000004500,00
01.1.11.05;1;4461                                    ;2021/02/24 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000012000,00
01.1.11.05;1;4496                                    ;2021/02/24 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;4498                                    ;2021/02/24 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;4937                                    ;2021/02/26 00:00:00.000;T;P;FORMALIZACIONES EN METALICO                                                     ;0000000197943,77
01.1.11.05;1;4988                                    ;2021/02/26 00:00:00.000;P;P;SEGURIDAD SOCIAL, ACREEDORA                                                     ;0000000102202,90
01.1.11.05;1;4994                                    ;2021/02/26 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;4996                                    ;2021/02/26 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;4998                                    ;2021/02/26 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;5000                                    ;2021/02/26 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000006000,00
01.1.11.05;1;5061                                    ;2021/03/01 00:00:00.000;P;P;PROP Nº 7/2021 PAGOS MTR                                                        ;0000001493671,95
01.1.11.05;1;5359                                    ;2021/03/01 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;5361                                    ;2021/03/01 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;5364                                    ;2021/03/02 00:00:00.000;I;I;REINTEGROS DE PAGOS DE EJERCICIOS ANTERIORES                                    ;0000000003957,65
01.1.11.05;1;5366                                    ;2021/03/02 00:00:00.000;I;I;INTERESES DEMORA REINTEGROS                                                     ;0000000000028,05
01.1.11.05;1;5410                                    ;2021/03/02 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000086459,50
01.1.11.05;1;5412                                    ;2021/03/02 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000300000,00
01.1.11.05;1;5414                                    ;2021/03/02 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000163008,37
01.1.11.05;1;5416                                    ;2021/03/02 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000145125,00
01.1.11.05;1;5418                                    ;2021/03/02 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000373750,00
01.1.11.05;1;5420                                    ;2021/03/02 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000550000,00
01.1.11.05;1;5422                                    ;2021/03/02 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000496291,75
01.1.11.05;1;5424                                    ;2021/03/02 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000350000,00
01.1.11.05;1;5426                                    ;2021/03/02 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000001200000,00
01.1.11.05;1;5428                                    ;2021/03/02 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000000145125,00
01.1.11.05;1;5430                                    ;2021/03/02 00:00:00.000;I;I;DE LA ADMINISTRACIÓN GENERAL DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA               ;0000001221659,13
01.1.11.05;1;5442                                    ;2021/03/03 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000003750,00
01.1.11.05;1;5456                                    ;2021/03/03 00:00:00.000;P;P;COMISIONES BANCARIAS                                                            ;0000000000159,10
01.1.11.05;1;5503                                    ;2021/03/05 00:00:00.000;I;I;REINTEGROS DE PAGOS DE EJERCICIOS ANTERIORES                                    ;0000000000600,00
01.1.11.05;1;5696                                    ;2021/03/09 00:00:00.000;P;P;PROP Nº 8/2021 PAGOS PTES                                                       ;0000000719169,63
01.1.11.05;1;5859                                    ;2021/03/11 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;5986                                    ;2021/03/11 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000003750,00
01.1.11.05;1;5990                                    ;2021/03/11 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000002500,00
01.1.11.05;1;5993                                    ;2021/03/11 00:00:00.000;P;P;Apoyo al desarrollo empresarial                                                 ;-0000000009000,00
